s,desired_out
行者笑道：「那是唐僧不識人性。有幾個毛賊翦徑，是我將他打死，唐僧就緒緒叨叨，說了我若干的不是。你想老孫，可是受得悶氣的？是我撇了他，欲回本山，故此先來望你一望，求鍾茶喫。」,孫悟空:笑道:龍王
清風道：「兄弟，還不知那和尚可是師父的故人。問他一問看，莫要錯了。」,清風:道:明月
旁有一小妖道：「大王，豬八戒不好蒸。」,小妖:道:金角
他徒弟道：「師父呵，嘗聞人言，西天路遠，更多虎豹妖魔；只怕有去無回，難保身命。」,徒弟:道:玄奘
八戒嚷道：「你這弼馬溫，徹是個急猴子！你再緩緩些兒，等我哄他到了高處，你卻阻住河邊，教他不能回首呵，卻不拿住他也；他這進去，幾時又肯出來？」,八戒:嚷道:行者
龍王見說，不好推辭，即著鱖都司取出一把大捍刀奉上。,東海龍王:著:鱖都司
三藏聞言，即下來起手道：「老施主，與貧僧是華宗。」,三藏:道:老者
三藏合掌道：「這是我貧僧華宗了。」,三藏:道:老者
那土地連忙施禮，即呼那一班鋤樹力士、運水力士、修桃力士、打掃力士都來見大聖磕頭，引他進去。,土地:施禮:孫悟空
你看他笑盈盈，上前作禮道：「尊者失迎。菩薩今在何處？」,妖精:作禮道:惠岸
猴王道：「我纔半月有餘，那裏有十數年？」,孫悟空:道:眾猴
敖廣道：「孫大聖在這裏借雨助力降妖。」,龍王:道:三海龍王
伶俐蟲道：「哥啊，裝天的寶貝，與他換了罷。」,伶俐蟲:道:精細鬼
行者道：「那和尚看見你進櫃來了，他若猜個道童，卻不又輸了？是特來和你計較計較，剃了頭，我們猜和尚罷。」,行者:道:童兒
劉洪歸衙，問其原故，小姐道：「我幼時曾許下一願，許捨僧鞋一百雙。昨五日之前，夢見個和尚，手執利刃，要索僧鞋，便覺身子不快。」,劉洪:問:殷小姐
行者道：「師父啊，此山若是有怪，他半步難行，一定虛張聲勢，跑將回來報我；想是無怪，路途平靜，他一直去了。」,行者:道:三藏
行者道：「古人云：『走三家不如坐一家。』我貧僧在此等一等罷。」,行者:道:老者
陳老道：「河那邊乃西梁女國。這起人都是做買賣的。我這邊百錢之物，到那邊可值萬錢；那邊百錢之物，到這邊亦可值萬錢。利重本輕，所以人不顧死生而去。常年家有五七人一船，或十數人一船，飄洋而過。見如今河道凍住，故捨命而步行也。」,老者:道:三藏
國王道：「你既認得，可教他現出本相來看。」,國王:道:老妖
你看那獃子，抖擻精神，叫沙僧帶著馬，他使釘鈀開路，領唐僧徑入松林之內。,八戒:叫:沙僧
大聖即帶引群猴，頂冠貫甲，甲上罩了赭黃袍，足踏雲履，急出洞門，躬身施禮，高叫道：「老星請進，恕我失迎之罪。」,孫悟空:帶引:群猴
行者道：「菩薩此時已到南海，不耐煩矣。」,孫悟空:道:三藏
老君領旨去訖。,太上老君:領旨:玉帝
這獃子丟了韁繩，上前唱個喏，道聲「娘！我來放馬的。」,八戒:道:婦人
他道：「深！深！深！去不得！」,八戒:道:行者
老者道：「再往上岸走走，好的離那碑記只有里許，有一座靈感大王廟，你不曾見？」,老者:道:行者
笑道：「這妖精真個是『糟鼻子不喫酒——枉擔其名』了！」,八戒:笑道:行者
眾僧道：「他說：『那大聖：磕額金睛幌亮，圓頭毛臉無腮。咨牙尖嘴性情乖，貌比雷公古怪。慣使金箍鐵棒，曾將天闕攻開。如今皈正保僧來，專救人間災害。』」,眾僧:道:行者
不一時，那玉清元始天尊、上清靈寶天尊、太清道德天尊、五炁真君、五斗星君、三官四聖、九曜真君、左輔、右弼、天王、哪吒，元虛一應靈通，對對旌旗，雙雙幡蓋，都捧著明珠異寶，壽果奇花，向佛前拜獻曰：「感如來無量法力，收伏妖猴。蒙大天尊設宴，呼喚我等皆來陳謝。請如來將此會立一名，如何？」,元虛:命:玉帝
他拿在手中，笑道：「這寶貝，五百餘年不曾用著他，今日拿出來掙件衣服兒穿穿。」,孫悟空:笑道:三藏
不一時，那玉清元始天尊、上清靈寶天尊、太清道德天尊、五炁真君、五斗星君、三官四聖、九曜真君、左輔、右弼、天王、哪吒，元虛一應靈通，對對旌旗，雙雙幡蓋，都捧著明珠異寶，壽果奇花，向佛前拜獻曰：「感如來無量法力，收伏妖猴。蒙大天尊設宴，呼喚我等皆來陳謝。請如來將此會立一名，如何？」,三官四聖:命:玉帝
悟空道：「多蒙師父海恩，弟子功果完備，已能霞舉飛昇也。」,孫悟空:道:菩提祖師
眾怪都不看見，二魔用手指道：「那不是？」,銀角:指道:小妖
菩薩道：「經驗過的。」,菩薩:道:行者
諕得眾猴一齊跪下道：「大王，好華綵耶！好華綵耶！」,眾猴:跪下道:孫悟空
行者道：「小和尚久不喫煙火食，前日西來，忽遇齋公家勸飯，多喫了幾個饝饝；這幾日腹中作痛，想是生蟲，正欲借陛下之刀，剖開肚皮，拿出臟腑，洗淨脾胃，方好上西天見佛。」,行者:道:國王
那大聖護了唐僧，牽著馬，守定行李，見八戒與那怪交戰，就恨得咬牙切齒，擦掌磨拳，忍不住要去打他，掣出棒來道：「師父，你坐著，莫怕。等老孫和他耍耍兒來。」,行者:道:三藏
光蕊道：「你們為何在此？」,光蕊:道:殷小姐
行者道：「你也是到此一場，看看我的山景何如。」,行者:道:八戒
伯欽道：「你是個念短頭經的和尚？」,伯欽:道:三藏
獃子對他們只是磕頭禮拜，其實羞恥難當。,八戒:磕頭禮拜:三藏、行者、沙僧
行者道：「師父若坐二三年，我們就不取經罷；多也不上二三個時辰，就下來了。」,行者:道:三藏
行者道：「正是呢。我們走脫了，被他趕上，把我們就當汗巾兒一般，一袖子都籠去了；所以閣氣。沒奈何，許他求方醫治，故此拜求。」,行者:道:帝君
廣智道：「那唐僧兩個是走路的人，辛苦之甚，如今已睡著了。我們想幾個有力量的，拿了鎗刀，打開禪堂，將他殺了，把屍首埋在後園，只我一家知道，卻又謀了他的白馬、行囊，卻把那袈裟留下，以為傳家之寶，豈非子孫長久之計耶？」,廣智:道:老僧
那行者沒高沒低的，棍子亂打。,行者:打:鎮元大仙
那人道：「不瞞師父說，便是朕當時創立家邦，改號烏雞國。」,皇帝:道:三藏
旁有小妖道：「你又是甚人，敢來吆喝？」,小妖:道:行者
那小怪聞言，一個個害怕，戰兢兢的，跑入裏面報道：「大王！禍事了！」,小怪:報道:洞主
八戒聽見道：「列位，莫要議論。我們是這般。乍看果有些醜；只是看下些時來，卻也耐看。」,八戒:道:兩班文武
那小妖慌忙傳入道：「大聖，禍事了！禍事了！外面有九個兇神，口稱上界差來的天神，收降大聖。」,小妖:傳入道:孙悟空
那國王道：「國師，朕未曾奉請，今日如何肯降？」,國王:道:老道士
便叫：「師父，請上馬走路。」,行者:叫道:三藏
卻說那李天王與三太子領著眾將，直至靈霄寶殿。,李天王:領:眾將
急縱身跳在空中，念聲「唵」字咒語，把那北海龍王喚來：「我把你這個帶角的蚯蚓，有鱗的泥鰍！你怎麼助道士冷龍護住鍋底，教他顯聖贏我！」,行者:喚來:龍王
行者道：「既然無方，老孫告別。」,行者:道:帝君
太宗道：「那袈裟有何好處，就值許多？」,唐王:道:菩薩、木叉
悟空道：「師父不曾跌下馬來麼？」,行者:道:三藏
虎力大仙道：「徒弟們且散。這陣神風所過，吹滅了燈燭香花，各人歸寢，明朝早起，多念幾卷經文補數。」,虎力大仙:道:徒弟們
伯欽的母親聞說，叫道：「孩兒不要與長老閑講，我自有素物，可以管待。」,老嫗:叫道:伯欽
仙女近前道：「我等奉王母懿旨，到此摘桃設宴。」,七衣仙女:道:土地、力士、齊天府仙吏
那魔王被悟空掏短脇，撞了襠，幾下觔節，把他打重了。,孫悟空:撞:魔王
即命九嬪妃子：「將朕親用的御酒，整瓶取來，權與長老送行。」,國王:命:九嬪妃子
那公主聞言，急往裏面，喝退那幾個把門的小妖，親動手，把沙僧解了。,公主:解:沙僧
那鬼使領命，即將劉全夫妻二人還魂，同出陰司而去。,鬼使:領命:閻王
慌得個唐僧，跪在殿前，不住的叩頭道：「陛下，貧僧該萬死！萬死！我說徒弟醜陋，不敢朝見，恐傷龍體，果然驚了駕也。」,三藏:磕頭到:國王
行者笑道：「一歲長一斤，也該七斤。你怎麼不滿四斤重麼？」,行者:笑道:妖精
娘娘見說，魂飄魄散，急下亭抱起，緊摟在懷。,娘娘:抱:太子
那怪道：「這潑猴著實無禮！再不伏善，反打破我門！這一出去，使陣神風，定要把他吹死！」,老妖:道:小妖
土地道：「他愛的是燒丹煉藥，喜的是全真道人。」,土地:道:行者
沙僧道：「我把你個無知的潑怪！你怎麼弄玄虛，變作梢公，架船將我師父攝來？快早送還，饒你性命！」,沙僧:道:鼉龍
八戒笑道：「這廝放賴不羞！你好道搥破鼻子，淌出些血來，搽紅了臉，往那裏告我們去耶？」,八戒:笑道:紅孩兒
向水底下行有百十里遠近，那獃子捉弄行者。,八戒:捉弄:行者
二魔道：「我們有五件寶貝，去了兩件，還有三件，務要拿住他。」,銀角:道:金角
這人無奈，只得以實情告訴道：「我是高太公的家人，名叫高才。我那太公有個老女兒，年方二十歲，更不曾配人，三年前被一個妖精佔了。那妖整做了這三年女婿。我太公不悅，說道：『女兒招了妖精，不是長法：一則敗壞家門，二則沒個親家來往。』一向要退這妖精。那妖精那裏肯退，轉把女兒關在他後宅，將有半年，再不放出與家內人相見。我太公與了我幾兩銀子，教我尋訪法師，拿那妖怪。我這些時不曾住腳，前前後後，請了有三四個人，都是不濟的和尚，膿包的道士，降不得那妖精。剛纔罵了我一場，說我不會幹事，又與了我五錢銀子做盤纏，教我再去請好法師降他。不期撞著你這個紇刺星扯住，誤了我走路，故此裏外受氣，我無奈，纔與你叫喊。不想你又有些拿法，我掙不過你，所以說此實情。你放我去罷。」,少年:道:孫悟空
這公主厲聲高叫道：「黃袍郎！」,公主:高叫道:老妖
行者道：「可有寶貝麼？」,行者:道:八戒
行者與八戒那裏肯捨，趕著那虎，定要除根。,八戒:趕:猛虎
行者道：「靈根！靈根！我已弄了他個斷根哩！」,行者:道:壽星、福星、祿星
行者道：「不好！不好！若是與你一同入城，那怪物生疑，不說是我撞著你，卻說是你請老孫，卻不惹他反怪你也？」,行者:道:太子
丞相道：「夫人休得煩惱，來朝奏知主上，親自統兵，定要與女婿報仇。」,丞相: 道:夫人
遂問漁人道：「這魚那裏打來的？」,光蕊:道:漁人
妖邪道：「你不是磨博士，怎麼會使趕麵杖？」,怪物:道:沙僧
行者道：「巡山去罷。」,行者:道:八戒
樵子聞言，仰天大笑道：「你原來是個風和尚。」,樵子:道:行者
那些和尚一見了，諕得跌跌滾滾，都爬在地下道：「雷公爺爺！」,和尚:道:孫悟空
一見眾僧侍立，供奉湯水，行者道：「你等用心伏侍我師父，老孫去也。」,孫悟空:道:三藏
老叟答禮道：「你起來，你可曾疏失了甚麼東西？」,老叟:答禮道:三藏
悟空唱個喏道：「承賜！承賜！」,孫悟空:道:三藏
老君道：「有，有，有。」,太上老君:道:菩薩
行者道：「想必撞見妖精了。」,行者:道:沙僧
這行者卻引八戒、沙僧，按落雲頭，闖上三清殿。,行者:引:八戒、沙僧
行者道：「他來行走，你們看見他是甚麼嘴臉？有幾多長短？」,行者:道:老者
忽失口道：「長老之言最善。我豈不思念父母？只因這妖精將我攝騙在此，他的法令又謹，我的步履又難，路遠山遙，無人可傳音信。欲要自盡，又恐父母疑我逃走，事終不明。故沒奈何，苟延殘喘，誠為天地間一大罪人也！」,公主:道:行者
太白金星，領著美猴王，到於靈霄殿外。,太白金星:領著:孫悟空
教：「取披掛！」,鼉怪:教:小妖
本寺僧人，一一參見，安排晚齋。,僧人:參見:三藏
兄弟們正都歡喜，又聽得國王叫領關文：「赦你無罪。快去！快去！」,國王:叫:行者
行者道：「老孫祖貫東勝神洲海東傲來國花果山水簾洞居住。自小兒學做妖怪，稱名悟空。憑本事，做了一個齊天大聖。只因不受天籙，大反天宮，惹了一場災愆。如今脫難消災，轉拜沙門，前求正果，保我這唐朝駕下的師父，上西天拜佛走遭，怕甚麼山高路險，水濶波狂！我老孫也捉得怪，降得魔。伏虎擒龍，踢天弄井，都曉得些兒。倘若府上有甚麼丟磚打瓦，鍋叫門開，老孫便能安鎮。」,行者:道:老者
