-DOCSTART- -X- -X- O
父 _ _ O
也 _ _ O
。 _ _ O
武 _ _ O
德 _ _ O
南 _ _ O
渡 _ _ O
， _ _ O
轉 _ _ O
徙 _ _ O
久 _ _ O
之 _ _ O
， _ _ O
始 _ _ O
寓 _ _ O
于 _ _ O
台 _ _ O
。 _ _ O
娶 _ _ O
程 _ _ B-W1
氏 _ _ I-W1
， _ _ O
以 _ _ O
紹 _ _ O
興 _ _ O
二 _ _ O
十 _ _ O
一 _ _ O
年 _ _ O
五 _ _ O
月 _ _ O
庚 _ _ O
子 _ _ O
朔 _ _ O
卒 _ _ O
， _ _ O
殯 _ _ O
于 _ _ O
白 _ _ O
龍 _ _ O
潭 _ _ O
之 _ _ O
精 _ _ O
舍 _ _ O
， _ _ O
至 _ _ O
是 _ _ O
合 _ _ O
焉 _ _ O
。 _ _ O
四 _ _ O
男 _ _ O
子 _ _ O
： _ _ O
師 _ _ B-S
紘 _ _ I-S
， _ _ O
今 _ _ O
爲 _ _ O
忠 _ _ O
訓 _ _ O
郎 _ _ O
， _ _ O
添 _ _ O
差 _ _ O
充 _ _ O
潭 _ _ O
州 _ _ O
排 _ _ O
岸 _ _ O
； _ _ O
次 _ _ O
師 _ _ B-S
臮 _ _ I-S
， _ _ O
亡 _ _ O
矣 _ _ O
； _ _ O
次 _ _ O
師 _ _ B-S
絳 _ _ I-S
， _ _ O
保 _ _ O
義 _ _ O
郎 _ _ O
， _ _ O
添 _ _ O
差 _ _ O
監 _ _ O
婺 _ _ O
州 _ _ O
都 _ _ O
税 _ _ O
務 _ _ O
； _ _ O
次 _ _ O
師 _ _ O
[ _ _ O
C _ _ O
F _ _ O
o _ _ O
n _ _ O
t _ _ O
] _ _ O
N _ _ O
F _ _ O
E _ _ O
A _ _ O
6 _ _ O
[ _ _ O
/ _ _ O
C _ _ O
F _ _ O
o _ _ O
n _ _ O
t _ _ O
] _ _ O
， _ _ O
修 _ _ O
職 _ _ O
郎 _ _ O
， _ _ O
共 _ _ O
甫 _ _ O
也 _ _ O
， _ _ O
各 _ _ O
以 _ _ O
科 _ _ O
目 _ _ O
進 _ _ O
。 _ _ O
二 _ _ O
女 _ _ O
： _ _ O
長 _ _ O
適 _ _ O
修 _ _ O
武 _ _ O
郎 _ _ O
李 _ _ B-DH
蒙 _ _ I-DH
， _ _ O
次 _ _ O
適 _ _ O
成 _ _ O
忠 _ _ O
郎 _ _ O
張 _ _ B-DH
萬 _ _ I-DH
。 _ _ O
孫 _ _ O
男 _ _ O
九 _ _ O
人 _ _ O
： _ _ O
希 _ _ B-SS
魚 _ _ I-SS
、 _ _ O
希 _ _ B-SS
珉 _ _ I-SS
、 _ _ O
希 _ _ B-SS
賀 _ _ I-SS
、 _ _ O
希 _ _ B-SS
淵 _ _ I-SS
、 _ _ O
希 _ _ B-SS
魯 _ _ I-SS
、 _ _ O
希 _ _ B-SS
瑀 _ _ I-SS
、 _ _ O
希 _ _ B-SS
韺 _ _ I-SS
、 _ _ O
希 _ _ B-SS
韶 _ _ I-SS
、 _ _ O
希 _ _ B-SS
梴 _ _ I-SS
。 _ _ O
女 _ _ O
十 _ _ O
人 _ _ O
。 _ _ O

太 _ _ O
孺 _ _ O
人 _ _ O
世 _ _ O
家 _ _ O
東 _ _ O
陽 _ _ O
， _ _ O
曾 _ _ O
大 _ _ O
父 _ _ O
羲 _ _ B-FFF
， _ _ O
大 _ _ O
父 _ _ O
咨 _ _ B-FF
益 _ _ I-FF
， _ _ O
父 _ _ O
嗣 _ _ B-F
回 _ _ I-F
。 _ _ O
年 _ _ O
二 _ _ O
十 _ _ O
嫁 _ _ O
同 _ _ O
邑 _ _ O
喬 _ _ O
居 _ _ O
士 _ _ O
森 _ _ O
， _ _ O
時 _ _ O
舅 _ _ O
姑 _ _ O
已 _ _ O
殁 _ _ O
， _ _ O
恨 _ _ O
不 _ _ O
逮 _ _ O
事 _ _ O
， _ _ O
事 _ _ O
其 _ _ O
神 _ _ O
主 _ _ O
于 _ _ O
正 _ _ O
寢 _ _ O
如 _ _ O
生 _ _ O
。 _ _ O
子 _ _ O
三 _ _ O
人 _ _ O
： _ _ O
長 _ _ O
德 _ _ B-S
佐 _ _ I-S
， _ _ O
先 _ _ O
三 _ _ O
年 _ _ O
卒 _ _ O
； _ _ O
次 _ _ O
子 _ _ B-S
驤 _ _ I-S
， _ _ O
業 _ _ O
儒 _ _ O
； _ _ O
幼 _ _ O
即 _ _ O
行 _ _ B-S
簡 _ _ I-S
也 _ _ O
， _ _ O
從 _ _ O
事 _ _ O
郎 _ _ O
、 _ _ O
饒 _ _ O
州 _ _ O
州 _ _ O
學 _ _ O
教 _ _ O
授 _ _ O
。 _ _ O
女 _ _ O
二 _ _ O
人 _ _ O
： _ _ O
長 _ _ O
適 _ _ O
王 _ _ B-DH
元 _ _ I-DH
諭 _ _ I-DH
， _ _ O
次 _ _ O
適 _ _ O
杜 _ _ B-DH
之 _ _ I-DH
琮 _ _ I-DH
。 _ _ O
孫 _ _ O
男 _ _ O
三 _ _ O
人 _ _ O
： _ _ O
從 _ _ B-SS
龍 _ _ I-SS
， _ _ O
次 _ _ B-SS
龍 _ _ I-SS
， _ _ O
元 _ _ B-SS
龍 _ _ I-SS
。 _ _ O
女 _ _ O
六 _ _ O
人 _ _ O
尚 _ _ O
幼 _ _ O
。 _ _ O

公 _ _ O
諱 _ _ O
耜 _ _ O
， _ _ O
字 _ _ O
仲 _ _ O
本 _ _ O
， _ _ O
姓 _ _ O
曹 _ _ O
氏 _ _ O
， _ _ O
世 _ _ O
爲 _ _ O
開 _ _ O
封 _ _ O
府 _ _ O
祥 _ _ O
符 _ _ O
縣 _ _ O
人 _ _ O
。 _ _ O
曾 _ _ O
祖 _ _ O
之 _ _ B-FFF
器 _ _ I-FFF
， _ _ O
宣 _ _ O
義 _ _ O
郎 _ _ O
。 _ _ O
祖 _ _ O
組 _ _ B-FF
， _ _ O
由 _ _ O
太 _ _ O
學 _ _ O
登 _ _ O
宣 _ _ O
和 _ _ O
三 _ _ O
年 _ _ O
進 _ _ O
士 _ _ O
第 _ _ O
， _ _ O
晚 _ _ O
因 _ _ O
郊 _ _ O
祀 _ _ O
進 _ _ O
《 _ _ O
祥 _ _ O
光 _ _ O
賦 _ _ O
》 _ _ O
， _ _ O
徽 _ _ O
宗 _ _ O
稱 _ _ O
賞 _ _ O
， _ _ O
召 _ _ O
試 _ _ O
中 _ _ O
書 _ _ O
省 _ _ O
， _ _ O
换 _ _ O
授 _ _ O
武 _ _ O
階 _ _ O
， _ _ O
兼 _ _ O
閤 _ _ O
職 _ _ O
， _ _ O
仍 _ _ O
給 _ _ O
事 _ _ O
殿 _ _ O
中 _ _ O
， _ _ O
仕 _ _ O
至 _ _ O
道 _ _ O
州 _ _ O
刺 _ _ O
史 _ _ O
。 _ _ O
有 _ _ O
《 _ _ O
箕 _ _ O
潁 _ _ O
集 _ _ O
》 _ _ O
， _ _ O
參 _ _ O
政 _ _ O
謝 _ _ O
公 _ _ O
克 _ _ O
家 _ _ O
爲 _ _ O
之 _ _ O
序 _ _ O
。 _ _ O
父 _ _ O
勛 _ _ B-F
， _ _ O
得 _ _ O
世 _ _ O
父 _ _ O
官 _ _ O
， _ _ O
歷 _ _ O
事 _ _ O
四 _ _ O
朝 _ _ O
， _ _ O
爲 _ _ O
昭 _ _ O
信 _ _ O
軍 _ _ O
節 _ _ O
度 _ _ O
使 _ _ O
、 _ _ O
開 _ _ O
府 _ _ O
儀 _ _ O
同 _ _ O
三 _ _ O
司 _ _ O
， _ _ O
累 _ _ O
贈 _ _ O
太 _ _ O
師 _ _ O
， _ _ O
諡 _ _ O
忠 _ _ O
靖 _ _ O
。 _ _ O
娶 _ _ O
洪 _ _ B-W1
氏 _ _ I-W1
， _ _ O
吏 _ _ O
部 _ _ O
尚 _ _ O
書 _ _ O
擬 _ _ O
之 _ _ O
孫 _ _ O
， _ _ O
通 _ _ O
判 _ _ O
明 _ _ O
州 _ _ O
光 _ _ O
祖 _ _ O
之 _ _ O
女 _ _ O
， _ _ O
封 _ _ O
令 _ _ O
人 _ _ O
。 _ _ O
子 _ _ O
男 _ _ O
二 _ _ O
人 _ _ O
： _ _ O
恕 _ _ B-S
， _ _ O
承 _ _ O
奉 _ _ O
郎 _ _ O
； _ _ O
志 _ _ B-S
， _ _ O
忠 _ _ O
翊 _ _ O
郎 _ _ O
， _ _ O
改 _ _ O
奏 _ _ O
授 _ _ O
迪 _ _ O
功 _ _ O
郎 _ _ O
、 _ _ O
處 _ _ O
州 _ _ O
松 _ _ O
陽 _ _ O
縣 _ _ O
主 _ _ O
簿 _ _ O
。 _ _ O
俱 _ _ O
先 _ _ O
卒 _ _ O
。 _ _ O
孫 _ _ O
一 _ _ O
人 _ _ O
， _ _ O
復 _ _ B-SS
， _ _ O
將 _ _ O
以 _ _ O
遺 _ _ O
澤 _ _ O
補 _ _ O
官 _ _ O
。 _ _ O

君 _ _ O
姓 _ _ O
高 _ _ O
氏 _ _ O
， _ _ O
諱 _ _ O
元 _ _ O
之 _ _ O
， _ _ O
端 _ _ O
叔 _ _ O
其 _ _ O
字 _ _ O
也 _ _ O
。 _ _ O
韓 _ _ O
國 _ _ O
武 _ _ O
烈 _ _ O
王 _ _ O
曾 _ _ O
孫 _ _ O
曰 _ _ O
士 _ _ B-FFF
擥 _ _ I-FFF
， _ _ O
朝 _ _ O
議 _ _ O
大 _ _ O
夫 _ _ O
， _ _ O
是 _ _ O
爲 _ _ O
君 _ _ O
之 _ _ O
曾 _ _ O
祖 _ _ O
。 _ _ O
祖 _ _ O
公 _ _ B-FF
仔 _ _ I-FF
， _ _ O
右 _ _ O
宣 _ _ O
教 _ _ O
郎 _ _ O
、 _ _ O
燕 _ _ O
山 _ _ O
府 _ _ O
路 _ _ O
宣 _ _ O
撫 _ _ O
使 _ _ O
司 _ _ O
主 _ _ O
管 _ _ O
機 _ _ O
宜 _ _ O
文 _ _ O
字 _ _ O
。 _ _ O
考 _ _ O
世 _ _ B-F
埴 _ _ I-F
， _ _ O
修 _ _ O
職 _ _ O
郎 _ _ O
致 _ _ O
仕 _ _ O
。 _ _ O
母 _ _ O
洪 _ _ B-M
氏 _ _ I-M
， _ _ O
封 _ _ O
孺 _ _ O
人 _ _ O
。 _ _ O
娶 _ _ O
朱 _ _ B-W1
氏 _ _ I-W1
， _ _ O
里 _ _ O
士 _ _ O
友 _ _ O
聞 _ _ O
之 _ _ O
女 _ _ O
， _ _ O
先 _ _ O
三 _ _ O
年 _ _ O
卒 _ _ O
。 _ _ O
子 _ _ O
男 _ _ O
三 _ _ O
人 _ _ O
： _ _ O
子 _ _ B-S
高 _ _ I-S
、 _ _ O
子 _ _ B-S
亯 _ _ I-S
、 _ _ O
子 _ _ B-S
文 _ _ I-S
。 _ _ O
一 _ _ O
女 _ _ O
： _ _ O
淑 _ _ B-D
， _ _ O
尚 _ _ O
幼 _ _ O
。 _ _ O
家 _ _ O
貧 _ _ O
無 _ _ O
以 _ _ O
葬 _ _ O
， _ _ O
門 _ _ O
人 _ _ O
相 _ _ O
與 _ _ O
經 _ _ O
紀 _ _ O
其 _ _ O
家 _ _ O
。 _ _ O

夫 _ _ O
人 _ _ O
姓 _ _ O
孫 _ _ O
氏 _ _ O
， _ _ O
池 _ _ O
之 _ _ O
石 _ _ O
埭 _ _ O
人 _ _ O
， _ _ O
世 _ _ O
爲 _ _ O
大 _ _ O
家 _ _ O
。 _ _ O
曾 _ _ O
祖 _ _ O
某 _ _ O
， _ _ O
祖 _ _ O
某 _ _ O
， _ _ O
父 _ _ O
某 _ _ O
。 _ _ O
二 _ _ O
子 _ _ O
： _ _ O
長 _ _ O
曰 _ _ O
溉 _ _ B-S
， _ _ O
朝 _ _ O
請 _ _ O
大 _ _ O
夫 _ _ O
、 _ _ O
直 _ _ O
秘 _ _ O
閣 _ _ O
、 _ _ O
知 _ _ O
平 _ _ O
江 _ _ O
軍 _ _ O
府 _ _ O
事 _ _ O
。 _ _ O
次 _ _ O
曰 _ _ O
渥 _ _ B-S
， _ _ O
故 _ _ O
朝 _ _ O
請 _ _ O
郎 _ _ O
、 _ _ O
守 _ _ O
大 _ _ O
理 _ _ O
少 _ _ O
卿 _ _ O
致 _ _ O
仕 _ _ O
。 _ _ O
女 _ _ O
五 _ _ O
人 _ _ O
， _ _ O
承 _ _ O
議 _ _ O
郎 _ _ O
、 _ _ O
新 _ _ O
通 _ _ O
判 _ _ O
施 _ _ O
州 _ _ O
湯 _ _ B-DH
允 _ _ I-DH
德 _ _ I-DH
， _ _ O
迪 _ _ O
功 _ _ O
郎 _ _ O
、 _ _ O
臨 _ _ O
安 _ _ O
府 _ _ O
教 _ _ O
授 _ _ O
章 _ _ O
綱 _ _ O
， _ _ O
進 _ _ O
士 _ _ O
李 _ _ B-DH
昌 _ _ I-DH
齡 _ _ I-DH
、 _ _ O
汪 _ _ B-DH
淼 _ _ I-DH
、 _ _ O
李 _ _ B-DH
熙 _ _ B-DH
載 _ _ I-DH
， _ _ O
其 _ _ O
壻 _ _ O
也 _ _ O
。 _ _ O
孫 _ _ O
男 _ _ O
七 _ _ O
人 _ _ O
： _ _ O
長 _ _ O
木 _ _ B-SS
， _ _ O
蚤 _ _ O
卒 _ _ O
； _ _ O
次 _ _ O
克 _ _ B-SS
昌 _ _ I-SS
， _ _ O
從 _ _ O
事 _ _ O
郎 _ _ O
、 _ _ O
充 _ _ O
四 _ _ O
川 _ _ O
都 _ _ O
大 _ _ O
茶 _ _ O
馬 _ _ O
司 _ _ O
幹 _ _ O
辦 _ _ O
公 _ _ O
事 _ _ O
； _ _ O
次 _ _ O
伯 _ _ B-SS
昌 _ _ I-SS
， _ _ O
迪 _ _ O
功 _ _ O
郎 _ _ O
； _ _ O
次 _ _ O
東 _ _ B-SS
， _ _ O
文 _ _ O
林 _ _ O
郎 _ _ O
、 _ _ O
江 _ _ O
州 _ _ O
彭 _ _ O
澤 _ _ O
縣 _ _ O
主 _ _ O
簿 _ _ O
； _ _ O
次 _ _ O
夢 _ _ B-SS
昌 _ _ I-SS
， _ _ O
次 _ _ O
汝 _ _ B-SS
昌 _ _ I-SS
； _ _ O
次 _ _ O
楠 _ _ B-SS
， _ _ O
迪 _ _ O
功 _ _ O
郎 _ _ O
、 _ _ O
嚴 _ _ O
州 _ _ O
壽 _ _ O
昌 _ _ O
縣 _ _ O
主 _ _ O
簿 _ _ O
。 _ _ O
克 _ _ O
昌 _ _ O
暨 _ _ O
東 _ _ O
俱 _ _ O
嘗 _ _ O
上 _ _ O
禮 _ _ O
部 _ _ O
， _ _ O
而 _ _ O
夢 _ _ O
昌 _ _ O
兩 _ _ O
預 _ _ O
首 _ _ O
選 _ _ O
。 _ _ O
孫 _ _ O
女 _ _ O
二 _ _ O
人 _ _ O
： _ _ O
長 _ _ O
適 _ _ O
承 _ _ O
事 _ _ O
郎 _ _ O
、 _ _ O
監 _ _ O
建 _ _ O
寧 _ _ O
府 _ _ O
大 _ _ O
挺 _ _ O
場 _ _ O
葉 _ _ O
延 _ _ O
年 _ _ O
， _ _ O
次 _ _ O
適 _ _ O
承 _ _ O
事 _ _ O
郎 _ _ O
、 _ _ O
監 _ _ O
無 _ _ O
爲 _ _ O
軍 _ _ O
崑 _ _ O
山 _ _ O
鎮 _ _ O
虞 _ _ O
方 _ _ O
簡 _ _ O
。 _ _ O

宋 _ _ O
故 _ _ O
都 _ _ O
監 _ _ O
杜 _ _ O
公 _ _ O
墓 _ _ O
碑 _ _ O
〔 _ _ O
碑 _ _ O
文 _ _ O
〕 _ _ O
先 _ _ O
君 _ _ O
姓 _ _ O
杜 _ _ O
， _ _ O
諱 _ _ O
申 _ _ O
之 _ _ O
， _ _ O
字 _ _ O
伯 _ _ O
禄 _ _ O
， _ _ O
世 _ _ O
居 _ _ O
嘉 _ _ O
興 _ _ O
府 _ _ O
華 _ _ O
亭 _ _ O
之 _ _ O
章 _ _ O
廟 _ _ O
。 _ _ O
曾 _ _ O
祖 _ _ O
顯 _ _ B-FFF
， _ _ O
故 _ _ O
不 _ _ O
仕 _ _ O
； _ _ O
曾 _ _ O
祖 _ _ O
妣 _ _ O
馬 _ _ B-WFFF
氏 _ _ I-WFFF
。 _ _ O
祖 _ _ O
祥 _ _ B-FF
， _ _ O
故 _ _ O
迪 _ _ O
功 _ _ O
郎 _ _ O
； _ _ O
祖 _ _ O
妣 _ _ O
王 _ _ B-WFF
氏 _ _ I-WFF
孺 _ _ O
人 _ _ O
。 _ _ O
父 _ _ O
國 _ _ B-F
珍 _ _ I-F
， _ _ O
故 _ _ O
任 _ _ O
從 _ _ O
義 _ _ O
郎 _ _ O
； _ _ O
妣 _ _ O
沈 _ _ B-WF
氏 _ _ I-WF
， _ _ O
封 _ _ O
孺 _ _ O
人 _ _ O
。 _ _ O
娶 _ _ O
董 _ _ B-W1
氏 _ _ I-W1
， _ _ O
先 _ _ O
十 _ _ O
四 _ _ O
年 _ _ O
而 _ _ O
卒 _ _ O
； _ _ O
再 _ _ O
娶 _ _ O
錢 _ _ B-W2
氏 _ _ I-W2
， _ _ O
吳 _ _ O
越 _ _ O
忠 _ _ O
懿 _ _ O
王 _ _ O
五 _ _ O
世 _ _ O
孫 _ _ O
濠 _ _ O
梁 _ _ O
郡 _ _ O
丞 _ _ O
錢 _ _ O
菶 _ _ O
之 _ _ O
仲 _ _ O
女 _ _ O
。 _ _ O
男 _ _ O
二 _ _ O
人 _ _ O
： _ _ O
士 _ _ B-S
熊 _ _ I-S
， _ _ O
士 _ _ B-S
龍 _ _ I-S
。 _ _ O
女 _ _ O
三 _ _ O
人 _ _ O
： _ _ O
長 _ _ O
適 _ _ O
主 _ _ O
管 _ _ O
皇 _ _ O
太 _ _ O
子 _ _ O
宫 _ _ O
生 _ _ O
料 _ _ O
庫 _ _ O
陳 _ _ B-DH
仲 _ _ I-DH
炳 _ _ I-DH
， _ _ O
餘 _ _ O
未 _ _ O
行 _ _ O
。 _ _ O

公 _ _ O
諱 _ _ O
洪 _ _ O
， _ _ O
字 _ _ O
德 _ _ O
遠 _ _ O
。 _ _ O
大 _ _ O
王 _ _ O
父 _ _ O
子 _ _ B-FFF
誠 _ _ I-FFF
， _ _ O
王 _ _ O
父 _ _ O
彦 _ _ B-FF
承 _ _ I-FF
， _ _ O
父 _ _ O
松 _ _ B-F
， _ _ O
俱 _ _ O
有 _ _ O
潛 _ _ O
德 _ _ O
。 _ _ O
公 _ _ O
娶 _ _ O
張 _ _ B-W1
氏 _ _ I-W1
。 _ _ O
子 _ _ O
四 _ _ O
人 _ _ O
： _ _ O
龍 _ _ B-S
伸 _ _ I-S
、 _ _ O
應 _ _ B-S
發 _ _ I-S
、 _ _ O
雷 _ _ B-S
焕 _ _ I-S
、 _ _ O
雷 _ _ B-S
龍 _ _ I-S
； _ _ O
女 _ _ O
一 _ _ O
人 _ _ O
， _ _ O
適 _ _ O
傅 _ _ B-DH
源 _ _ I-DH
。 _ _ O
孫 _ _ O
男 _ _ O
十 _ _ O
三 _ _ O
人 _ _ O
， _ _ O
桂 _ _ B-SS
子 _ _ I-SS
、 _ _ O
天 _ _ B-SS
定 _ _ I-SS
其 _ _ O
長 _ _ O
， _ _ O
餘 _ _ O
皆 _ _ O
業 _ _ O
儒 _ _ O
。 _ _ O
女 _ _ O
五 _ _ O
人 _ _ O
， _ _ O
皆 _ _ O
適 _ _ O
名 _ _ O
族 _ _ O
。 _ _ O
曾 _ _ O
孫 _ _ O
男 _ _ O
十 _ _ O
一 _ _ O
人 _ _ O
， _ _ O
女 _ _ O
十 _ _ O
二 _ _ O
人 _ _ O
。 _ _ O
嗚 _ _ O
呼 _ _ O
， _ _ O
德 _ _ O
軒 _ _ O
之 _ _ O
德 _ _ O
， _ _ O
徐 _ _ O
氏 _ _ O
之 _ _ O
興 _ _ O
， _ _ O
皆 _ _ O
未 _ _ O
可 _ _ O
量 _ _ O
也 _ _ O
。 _ _ O

公 _ _ O
顔 _ _ O
氏 _ _ O
， _ _ O
諱 _ _ O
頤 _ _ O
仲 _ _ O
， _ _ O
字 _ _ O
景 _ _ O
正 _ _ O
， _ _ O
漳 _ _ O
州 _ _ O
龍 _ _ O
溪 _ _ O
人 _ _ O
。 _ _ O
曾 _ _ O
祖 _ _ O
實 _ _ B-FFF
， _ _ O
贈 _ _ O
正 _ _ O
議 _ _ O
大 _ _ O
夫 _ _ O
； _ _ O
妣 _ _ O
陳 _ _ B-WFFF
淑 _ _ I-WFFF
人 _ _ I-WFFF
。 _ _ O
祖 _ _ O
師 _ _ O
魯 _ _ B-FF
， _ _ O
寶 _ _ O
文 _ _ O
閣 _ _ O
學 _ _ O
士 _ _ O
、 _ _ O
通 _ _ O
議 _ _ O
大 _ _ O
夫 _ _ O
， _ _ O
贈 _ _ O
光 _ _ O
禄 _ _ O
大 _ _ O
夫 _ _ O
， _ _ O
謚 _ _ O
定 _ _ O
肅 _ _ O
； _ _ O
妣 _ _ O
永 _ _ O
嘉 _ _ O
郡 _ _ O
薛 _ _ B-WFF
夫 _ _ I-WFF
人 _ _ I-WFF
。 _ _ O
父 _ _ O
徹 _ _ B-F
， _ _ O
奉 _ _ O
議 _ _ O
郎 _ _ O
、 _ _ O
知 _ _ O
永 _ _ O
福 _ _ O
縣 _ _ O
， _ _ O
贈 _ _ O
少 _ _ O
傅 _ _ O
； _ _ O
妣 _ _ O
魏 _ _ O
國 _ _ O
鄭 _ _ B-WF
夫 _ _ I-WF
人 _ _ I-WF
。 _ _ O
淑 _ _ O
人 _ _ O
趙 _ _ B-W1
氏 _ _ I-W1
， _ _ O
先 _ _ O
十 _ _ O
九 _ _ O
年 _ _ O
卒 _ _ O
。 _ _ O
男 _ _ O
一 _ _ O
人 _ _ O
， _ _ O
興 _ _ B-S
祖 _ _ I-S
， _ _ O
承 _ _ O
事 _ _ O
郎 _ _ O
、 _ _ O
主 _ _ O
管 _ _ O
西 _ _ O
外 _ _ O
睦 _ _ O
宗 _ _ O
院 _ _ O
。 _ _ O
孫 _ _ O
一 _ _ O
人 _ _ O
， _ _ O
一 _ _ B-SS
龍 _ _ I-SS
， _ _ O
承 _ _ O
務 _ _ O
郎 _ _ O
。 _ _ O

公 _ _ O
諱 _ _ O
潭 _ _ O
， _ _ O
字 _ _ O
孟 _ _ O
澤 _ _ O
， _ _ O
洛 _ _ O
陽 _ _ O
人 _ _ O
也 _ _ O
。 _ _ O
當 _ _ O
先 _ _ O
天 _ _ O
之 _ _ O
內 _ _ O
禪 _ _ O
也 _ _ O
， _ _ O
我 _ _ O
七 _ _ O
代 _ _ O
祖 _ _ O
黃 _ _ O
門 _ _ O
侍 _ _ O
郎 _ _ O
、 _ _ O
平 _ _ O
陽 _ _ O
公 _ _ O
曾 _ _ B-G-n
， _ _ O
實 _ _ O
演 _ _ O
丕 _ _ O
命 _ _ O
。 _ _ O
及 _ _ O
至 _ _ O
德 _ _ O
之 _ _ O
中 _ _ O
興 _ _ O
也 _ _ O
， _ _ O
我 _ _ O
六 _ _ O
代 _ _ O
祖 _ _ O
黃 _ _ O
門 _ _ O
侍 _ _ O
郎 _ _ O
、 _ _ O
晉 _ _ O
國 _ _ O
公 _ _ O
至 _ _ B-G-n
， _ _ O
實 _ _ O
贊 _ _ O
大 _ _ O
猷 _ _ O
。 _ _ O
曠 _ _ O
古 _ _ O
已 _ _ O
還 _ _ O
， _ _ O
一 _ _ O
家 _ _ O
而 _ _ O
已 _ _ O
。 _ _ O
五 _ _ O
代 _ _ O
祖 _ _ O
孫 _ _ B-G-n
， _ _ O
衡 _ _ O
州 _ _ O
刺 _ _ O
史 _ _ O
； _ _ O
高 _ _ O
祖 _ _ O
穜 _ _ B-G-n
， _ _ O
司 _ _ O
門 _ _ O
員 _ _ O
外 _ _ O
郎 _ _ O
； _ _ O
曾 _ _ O
祖 _ _ O
昶 _ _ B-FFF
， _ _ O
太 _ _ O
子 _ _ O
司 _ _ O
議 _ _ O
郎 _ _ O
； _ _ O
祖 _ _ O
琛 _ _ B-FF
， _ _ O
河 _ _ O
南 _ _ O
密 _ _ O
令 _ _ O
： _ _ O
皆 _ _ O
有 _ _ O
韜 _ _ O
世 _ _ O
之 _ _ O
量 _ _ O
， _ _ O
濟 _ _ O
衆 _ _ O
之 _ _ O
仁 _ _ O
。 _ _ O
大 _ _ O
位 _ _ O
不 _ _ O
躋 _ _ O
， _ _ O
餘 _ _ O
慶 _ _ O
斯 _ _ O
洽 _ _ O
。 _ _ O
考 _ _ O
翊 _ _ B-F
， _ _ O
以 _ _ O
經 _ _ O
術 _ _ O
擢 _ _ O
太 _ _ O
常 _ _ O
第 _ _ O
， _ _ O
以 _ _ O
才 _ _ O
用 _ _ O
爲 _ _ O
諸 _ _ O
侯 _ _ O
卿 _ _ O
。 _ _ O
捍 _ _ O
寇 _ _ O
輸 _ _ O
粟 _ _ O
， _ _ O
有 _ _ O
勞 _ _ O
王 _ _ O
室 _ _ O
， _ _ O
于 _ _ O
是 _ _ O
佩 _ _ O
金 _ _ O
紫 _ _ O
， _ _ O
升 _ _ O
朝 _ _ O
廷 _ _ O
。 _ _ O
以 _ _ O
其 _ _ O
年 _ _ O
月 _ _ O
日 _ _ O
葬 _ _ O
于 _ _ O
某 _ _ O
所 _ _ O
， _ _ O
與 _ _ O
夫 _ _ O
人 _ _ O
楊 _ _ B-W1
氏 _ _ I-W1
合 _ _ O
祔 _ _ O
焉 _ _ O
， _ _ O
禮 _ _ O
也 _ _ O
。 _ _ O
長 _ _ O
子 _ _ O
朝 _ _ O
散 _ _ O
大 _ _ O
夫 _ _ O
、 _ _ O
行 _ _ O
大 _ _ O
理 _ _ O
司 _ _ O
直 _ _ O
彬 _ _ B-S
， _ _ O
次 _ _ O
子 _ _ O
泰 _ _ O
州 _ _ O
司 _ _ O
倉 _ _ O
參 _ _ O
軍 _ _ O
穆 _ _ B-S
， _ _ O
少 _ _ O
子 _ _ O
修 _ _ B-S
等 _ _ O
， _ _ O
咸 _ _ O
負 _ _ O
當 _ _ O
世 _ _ O
之 _ _ O
才 _ _ O
， _ _ O
皆 _ _ O
爲 _ _ O
保 _ _ O
家 _ _ O
之 _ _ O
主 _ _ O
， _ _ O
種 _ _ O
德 _ _ O
垂 _ _ O
範 _ _ O
， _ _ O
未 _ _ O
易 _ _ O
可 _ _ O
量 _ _ O
。 _ _ O
長 _ _ O
女 _ _ O
用 _ _ B-D
文 _ _ I-D
， _ _ O
適 _ _ O
水 _ _ O
部 _ _ O
員 _ _ O
外 _ _ O
郎 _ _ O
楊 _ _ B-DH
元 _ _ I-DH
鼎 _ _ I-DH
， _ _ O
不 _ _ O
幸 _ _ O
早 _ _ O
世 _ _ O
。 _ _ O
次 _ _ O
曰 _ _ O
用 _ _ B-D
柔 _ _ I-D
， _ _ O
適 _ _ O
膳 _ _ O
部 _ _ O
員 _ _ O
外 _ _ O
郎 _ _ O
、 _ _ O
知 _ _ O
制 _ _ O
誥 _ _ O
張 _ _ B-DH
緯 _ _ I-DH
。 _ _ O
次 _ _ O
曰 _ _ O
用 _ _ B-D
光 _ _ I-D
， _ _ O
適 _ _ O
進 _ _ O
士 _ _ O
姜 _ _ B-DH
某 _ _ I-DH
。 _ _ O
少 _ _ O
曰 _ _ O
季 _ _ B-D
芳 _ _ I-D
， _ _ O
尚 _ _ O
幼 _ _ O
。 _ _ O

君 _ _ O
諱 _ _ O
宣 _ _ O
輔 _ _ O
， _ _ O
字 _ _ O
仲 _ _ O
申 _ _ O
。 _ _ O
其 _ _ O
先 _ _ O
天 _ _ O
水 _ _ O
人 _ _ O
也 _ _ O
， _ _ O
累 _ _ O
世 _ _ O
從 _ _ O
宦 _ _ O
， _ _ O
不 _ _ O
常 _ _ O
